WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
290.0,6.7,7.7,,,,,1025.7,-7.1,,-17.4,,0.6,
290.0,8.2,10.3,,,,,1024.9,-6.3,,-16.4,,-0.9,
310.0,7.7,8.8,,,,,1024.3,-5.9,,-16.4,,-1.8,
290.0,10.8,11.8,,,,,1023.8,-5.5,,-16.5,,-1.9,
300.0,8.2,9.8,,,,,1024.0,-4.9,,-16.1,,-0.9,
320.0,8.2,9.3,,,,,1023.9,-4.7,,-16.2,,-0.4,
310.0,5.7,7.2,,,,,1024.2,-4.8,,-16.7,,0.4,
320.0,5.1,6.2,,,,,1024.6,-5.0,,-16.6,,0.6,
330.0,5.1,5.7,,,,,1024.7,-5.2,,-16.1,,0.8,
320.0,6.7,8.8,,,,,1025.0,-5.2,,-15.9,,0.8,
330.0,9.3,10.3,,,,,1025.5,-5.9,,-16.6,,0.9,
330.0,7.7,9.3,,,,,1025.8,-6.3,,-17.0,,1.1,
320.0,6.7,7.2,,,,,1025.8,-6.6,,-16.5,,0.8,
310.0,4.6,5.7,,,,,1026.1,-7.2,,-16.7,,0.6,
320.0,5.7,6.2,,,,,1025.8,-7.4,,-16.3,,0.0,
320.0,4.1,4.6,,,,,1026.1,-7.7,,-16.2,,0.3,
320.0,4.6,5.7,,,,,1026.2,-8.2,,-16.6,,-0.0,
300.0,5.7,6.7,,,,,1026.4,-8.6,,-16.1,,0.6,
310.0,6.2,7.2,,,,,1026.5,-8.8,,-16.2,,0.4,
310.0,5.7,6.2,,,,,1026.6,-9.2,,-16.2,,0.4,
120.0,6.7,8.8,,,,,1026.7,-9.5,,-17.2,,0.3,
280.0,6.7,7.7,,,,,1027.4,-9.6,,-18.5,,0.9,
320.0,6.2,8.2,,,,,1028.0,-9.4,,-19.1,,1.4,
330.0,6.7,8.2,,,,,1028.1,-9.2,,-20.4,,1.4,
350.0,6.2,7.2,,,,,1027.8,-8.8,,-19.9,,0.4,
310.0,5.1,6.2,,,,,1027.1,-8.2,,-19.6,,-0.9,
300.0,5.1,6.2,,,,,1026.5,-7.4,,-19.5,,-1.6,
290.0,5.7,5.7,,,,,1025.7,-6.7,,-18.9,,-2.1,
310.0,6.2,7.7,,,,,1025.3,-6.0,,-19.3,,-1.8,
310.0,6.2,7.7,,,,,1025.1,-5.9,,-18.6,,-1.4,
310.0,6.2,7.2,,,,,1024.9,-6.1,,-18.0,,-0.8,
300.0,5.7,6.7,,,,,1025.1,-6.2,,-17.4,,0.0,
320.0,4.1,5.1,,,,,1025.6,-6.6,,-17.8,,0.5,
340.0,4.1,4.1,,,,,1025.6,-6.7,,-18.2,,0.7,
320.0,3.6,4.6,,,,,1025.9,-6.8,,-18.1,,0.8,
340.0,5.7,6.7,,,,,1025.9,-7.1,,-17.2,,0.3,
340.0,6.7,7.7,,,,,1026.0,-7.5,,-18.0,,0.4,
290.0,5.7,6.2,,,,,1026.3,-8.4,,-17.7,,0.4,
310.0,5.1,5.7,,,,,1026.2,-8.8,,-17.7,,0.3,
190.0,6.7,7.7,,,,,1026.3,-9.1,,-17.8,,0.3,
180.0,6.7,8.8,,,,,1025.7,-9.4,,-17.8,,-0.6,
30.0,5.7,7.2,,,,,1025.4,-9.6,,-17.1,,-0.8,
80.0,7.2,8.2,,,,,1024.9,-9.8,,-17.5,,-1.4,
150.0,6.7,7.2,,,,,1025.0,-10.1,,-17.6,,-0.7,
120.0,6.7,7.2,,,,,1024.9,-10.2,,-17.3,,-0.5,
200.0,5.7,6.7,,,,,1025.1,-10.1,,-16.5,,0.0,
350.0,6.7,7.7,,,,,1024.6,-9.8,,-16.4,,-0.4,
360.0,5.1,5.7,,,,,1024.7,-9.1,,-15.7,,0.0,
20.0,8.8,9.8,,,,,1024.1,-7.9,,-15.1,,-1.0,
10.0,7.7,9.3,,,,,1023.1,-7.5,,-14.4,,-1.5,
20.0,7.7,8.8,,,,,1022.0,-7.2,,-14.8,,-2.7,
20.0,7.7,9.3,,,,,1020.8,-6.8,,-14.7,,-3.3,
360.0,6.7,7.7,,,,,1020.6,-6.2,,-14.6,,-2.5,
360.0,9.8,11.3,,,,,1019.4,-6.0,,-14.2,,-2.6,
10.0,9.3,10.3,,,,,1019.8,-6.2,,-14.1,,-1.0,
10.0,10.3,11.8,,,,,1019.1,-6.3,,-13.0,,-1.5,
360.0,12.4,13.9,,,,,1019.0,-6.5,,-13.8,,-0.4,
360.0,10.3,11.8,,,,,1017.7,-6.4,,-13.2,,-2.1,
360.0,11.3,12.4,,,,,1017.9,-6.2,,-14.0,,-1.2,
360.0,11.3,12.9,,,,,1017.1,-5.9,,-13.4,,-1.9,
350.0,10.3,11.8,,,,,1017.1,-6.1,,-13.6,,-0.6,
350.0,12.4,13.9,,,,,1016.0,-6.7,,-14.3,,-1.9,
360.0,14.4,16.5,,,,,1013.8,-7.2,,-13.6,,-3.3,
350.0,14.4,18.0,,,,,1013.4,-7.8,,-14.2,,-3.7,
360.0,12.9,14.9,,,,,1013.7,-8.3,,-14.8,,-2.3,
350.0,11.3,12.4,,,,,1012.9,-8.5,,-14.5,,-0.9,
350.0,12.4,14.9,,,,,1013.2,-8.5,,-15.0,,0.0,
350.0,10.8,12.9,,,,,1013.7,-8.6,,-15.1,,-0.0,
330.0,10.8,13.4,,,,,1014.0,-9.0,,-15.4,,1.1,
340.0,13.4,14.9,,,,,1014.0,-8.9,,-15.5,,0.8,
340.0,12.4,14.4,,,,,1014.9,-8.7,,-15.6,,1.2,
350.0,11.8,13.9,,,,,1015.2,-8.1,,-15.1,,1.2,
320.0,9.3,10.3,,,,,1015.9,-7.4,,-15.5,,1.9,
320.0,10.3,11.8,,,,,1015.5,-6.8,,-15.8,,0.6,
330.0,10.3,11.8,,,,,1014.9,-5.6,,-15.7,,-0.3,
330.0,10.3,11.8,,,,,1014.2,-4.4,,-15.8,,-1.7,
310.0,11.3,12.4,,,,,1014.1,-3.9,,-15.9,,-1.4,
330.0,9.8,12.4,,,,,1014.3,-2.9,,-15.5,,-0.6,
320.0,9.3,11.3,,,,,1014.6,-2.6,,-14.9,,0.4,
320.0,7.7,8.8,,,,,1015.1,-2.7,,-15.2,,1.0,
310.0,9.3,10.3,,,,,1015.4,-2.9,,-14.4,,1.1,
320.0,7.7,8.8,,,,,1015.7,-3.2,,-14.6,,1.1,
320.0,8.2,10.3,,,,,1016.0,-3.3,,-14.8,,0.9,
320.0,6.2,7.7,,,,,1016.6,-3.3,,-15.2,,1.2,
320.0,7.2,8.2,,,,,1017.3,-3.3,,-16.1,,1.6,
320.0,8.8,9.8,,,,,1017.8,-3.4,,-17.5,,1.8,
320.0,8.2,9.3,,,,,1018.4,-3.7,,-17.2,,1.8,
320.0,7.7,8.8,,,,,1019.4,-3.9,,-16.8,,2.1,
330.0,7.7,9.8,,,,,1019.9,-4.2,,-16.6,,2.1,
320.0,8.8,10.3,,,,,1020.6,-4.8,,-18.1,,2.2,
320.0,8.8,9.8,,,,,1021.1,-5.2,,-18.9,,1.7,
320.0,7.7,8.2,,,,,1021.5,-5.4,,-17.7,,1.6,
320.0,9.3,10.3,,,,,1022.1,-5.4,,-15.2,,1.5,
330.0,5.1,6.2,,,,,1022.7,-5.3,,-14.8,,1.6,
310.0,6.7,8.2,,,,,1023.2,-4.7,,-13.9,,1.7,
330.0,6.2,6.7,,,,,1023.2,-3.3,,-13.3,,1.1,
310.0,8.8,10.3,,,,,1023.2,-2.2,,-13.6,,0.5,
300.0,7.2,8.8,,,,,1022.5,-1.4,,-12.8,,-0.7,
300.0,7.2,8.2,,,,,1021.7,-0.8,,-12.2,,-1.5,
280.0,5.7,6.7,,,,,1021.3,-0.4,,-11.2,,-1.9,
290.0,5.1,5.1,,,,,1021.2,0.3,,-11.9,,-1.3,
300.0,6.2,7.2,,,,,1021.5,0.8,,-11.9,,-0.0,
290.0,6.2,6.7,,,,,1022.0,0.8,,-13.0,,0.7,
300.0,3.1,3.6,,,,,1022.5,0.3,,-10.5,,1.3,
300.0,3.1,3.6,,,,,1023.1,-0.2,,-11.1,,1.6,
290.0,1.0,1.0,,,,,1023.0,0.0,,-14.3,,1.0,
220.0,2.6,3.1,,,,,1023.1,-0.7,,-10.4,,0.6,
230.0,2.6,3.1,,,,,1023.2,-1.4,,-8.4,,0.0,
210.0,2.1,2.6,,,,,1023.4,-1.3,,-6.2,,0.4,
,0.0,0.5,,,,,1023.1,-1.3,,-6.7,,0.0,
210.0,2.1,2.6,,,,,1023.2,-1.3,,-7.8,,0.0,
240.0,1.5,2.1,,,,,1023.3,-0.9,,-9.6,,-0.0,
310.0,0.5,1.0,,,,,1023.3,-1.4,,-6.0,,0.0,
270.0,1.5,1.5,,,,,1023.4,-1.4,,-10.2,,0.0,
160.0,2.6,2.6,,,,,1023.1,-0.9,,-7.4,,0.0,
330.0,2.6,3.1,,,,,1023.6,-1.2,,-6.6,,0.3,
290.0,1.5,1.5,,,,,1023.8,-0.9,,-9.5,,0.4,
260.0,1.0,1.0,,,,,1024.5,-1.0,,-8.9,,1.4,
210.0,2.6,2.6,,,,,1024.9,-0.7,,-8.1,,1.3,
200.0,3.6,3.6,,,,,1025.4,-0.6,,-5.3,,1.6,
170.0,2.1,2.6,,,,,1025.2,0.4,,-5.3,,0.7,
140.0,2.6,2.6,,,,,1024.3,0.7,,-5.1,,-0.6,
160.0,4.6,4.6,,,,,1023.2,1.1,,-6.9,,-2.2,
150.0,4.1,4.1,,,,,1022.5,1.5,,-6.9,,-2.7,
180.0,2.6,3.1,,,,,1022.7,1.1,,-4.1,,-1.6,
100.0,1.0,1.5,,,,,1022.7,1.0,,-3.4,,-0.5,
100.0,1.5,2.1,,,,,1023.0,1.8,,-6.3,,0.5,
100.0,2.1,2.1,,,,,1022.9,2.0,,-7.0,,0.0,
90.0,1.5,1.5,,,,,1022.7,1.6,,-7.1,,0.0,
140.0,1.0,1.0,,,,,1022.3,0.8,,-6.1,,-0.7,
360.0,,,,,,,1022.6,0.6,,-5.2,,-0.3,
30.0,2.1,2.1,,,,,1022.7,0.7,,-5.5,,-0.0,
60.0,3.1,3.1,,,,,1022.6,0.8,,-5.7,,0.3,
40.0,3.1,3.1,,,,,1022.5,0.8,,-5.1,,0.0,
40.0,1.0,1.0,,,,,1022.4,0.6,,-5.2,,-0.3,
10.0,4.1,4.1,,,,,1022.1,0.2,,-3.4,,-0.5,
10.0,5.1,5.7,,,,,1022.1,0.1,,-3.7,,-0.4,
20.0,5.7,6.7,,,,,1022.4,0.1,,-4.2,,-0.0,
10.0,6.7,7.7,,,,,1022.9,0.0,,-3.8,,0.8,
10.0,7.2,8.2,,,,,1023.1,0.1,,-4.4,,1.0,
10.0,5.7,6.7,,,,,1023.9,0.2,,-5.2,,1.5,
10.0,5.1,5.7,,,,,1024.7,0.1,,-5.3,,1.8,
20.0,5.1,5.7,,,,,1025.3,0.4,,-5.4,,2.2,
20.0,5.7,6.2,,,,,1025.8,0.5,,-6.7,,1.9,
40.0,5.7,6.2,,,,,1025.8,0.2,,-6.8,,1.1,
40.0,5.7,6.7,,,,,1025.3,0.3,,-7.2,,0.0,
50.0,6.7,7.2,,,,,1024.1,0.2,,-6.1,,-1.7,
30.0,7.2,8.2,,,,,1023.3,0.6,,-6.3,,-2.5,
40.0,5.7,6.7,,,,,1023.3,0.8,,-6.7,,-2.0,
30.0,6.2,6.7,,,,,1023.4,0.9,,-7.2,,-0.7,
30.0,4.6,5.7,,,,,1023.9,0.9,,-6.4,,0.6,
30.0,5.7,6.2,,,,,1024.4,0.7,,-7.4,,1.1,
30.0,6.7,7.2,,,,,1024.1,0.3,,-6.8,,0.7,
10.0,6.7,7.2,,,,,1024.3,0.0,,-8.5,,0.4,
10.0,6.2,6.7,,,,,1024.3,-0.2,,-8.8,,-0.0,
360.0,6.7,7.2,,,,,1024.1,-0.5,,-10.3,,0.0,
360.0,5.7,5.7,,,,,1024.0,-0.9,,-9.9,,-0.3,
360.0,6.2,6.7,,,,,1023.7,-1.2,,-9.6,,-0.6,
350.0,4.6,5.1,,,,,1023.4,-1.5,,-9.4,,-0.7,
10.0,6.2,6.7,,,,,1022.8,-1.6,,-9.3,,-1.2,
360.0,5.1,5.7,,,,,1022.4,-2.0,,-9.5,,-1.3,
360.0,4.6,5.7,,,,,1021.9,-2.3,,-9.4,,-1.5,
260.0,4.1,5.1,,,,,1021.7,-2.6,,-9.1,,-1.1,
360.0,5.1,6.2,,,,,1021.7,-3.0,,-10.0,,-0.7,
360.0,4.1,5.1,,,,,1022.1,-3.2,,-9.9,,-0.0,
360.0,5.1,5.7,,,,,1022.1,-3.5,,-10.0,,0.4,
10.0,6.2,6.7,,,,,1022.2,-3.2,,-10.5,,0.5,
20.0,6.2,7.7,,,,,1022.3,-3.5,,-11.4,,0.0,
20.0,6.7,7.2,,,,,1021.7,-3.5,,-11.6,,-0.4,
40.0,5.7,6.2,,,,,1020.6,-3.3,,-11.6,,-1.6,
50.0,4.6,5.1,,,,,1018.8,-2.9,,-10.6,,-3.5,
50.0,4.6,5.1,,,,,1017.7,-2.4,,-10.6,,-4.0,
50.0,4.6,5.1,,,,,1017.2,-1.6,,-10.5,,-3.4,
50.0,4.1,4.6,,,,,1016.9,-0.8,,-11.4,,-1.9,
40.0,4.6,5.1,,,,,1016.5,-0.8,,-11.6,,-1.2,
30.0,4.6,4.6,,,,,1016.5,-0.7,,-11.4,,-0.7,
20.0,4.1,4.1,,,,,1016.3,-0.8,,-11.1,,-0.6,
360.0,2.6,3.1,,,,,1015.8,-1.0,,-7.5,,-0.7,
350.0,3.1,3.1,,,,,1014.8,-1.8,,-7.2,,-1.7,
360.0,3.1,3.6,,,,,1014.2,-1.8,,-8.3,,-2.1,
340.0,1.5,2.1,,,,,1014.5,-2.2,,-8.2,,-1.3,
320.0,2.6,3.1,,,,,1014.3,-2.4,,-9.3,,-0.5,
330.0,2.1,2.6,,,,,1013.9,-2.8,,-9.1,,-0.3,
320.0,3.1,3.1,,,,,1013.4,-2.9,,-8.8,,-1.1,
320.0,3.6,4.1,,,,,1012.6,-4.1,,-10.4,,-1.7,
310.0,4.1,4.6,,,,,1011.9,-4.3,,-10.2,,-2.0,
330.0,3.1,3.6,,,,,1011.7,-4.4,,-10.4,,-1.7,
340.0,4.1,4.6,,,,,1011.6,-3.7,,-10.5,,-1.0,
20.0,3.6,3.6,,,,,1011.0,-3.7,,-10.1,,-0.9,
360.0,3.1,3.1,,,,,1010.5,-3.0,,-9.9,,-1.2,
20.0,0.5,1.0,,,,,1009.5,-2.7,,-8.5,,-2.1,
280.0,2.1,2.6,,,,,1009.4,-2.9,,-8.6,,-1.6,
230.0,1.0,1.5,,,,,1008.9,-2.0,,-9.3,,-1.6,
150.0,2.1,2.1,,,,,1007.7,-2.1,,-10.3,,-1.8,
160.0,2.1,2.6,,,,,1006.8,-1.9,,-8.9,,-2.6,
130.0,2.6,3.1,,,,,1005.7,-1.5,,-8.3,,-3.2,
120.0,2.1,2.1,,,,,1005.5,-1.1,,-8.8,,-2.2,
140.0,3.1,3.1,,,,,1005.2,-0.8,,-10.4,,-1.6,
120.0,3.1,3.1,,,,,1004.9,-0.7,,-9.3,,-0.8,
190.0,1.0,1.5,,,,,1005.7,-0.6,,-8.0,,-0.0,
270.0,3.1,3.1,,,,,1006.0,-0.6,,-8.7,,0.8,
280.0,3.6,4.1,,,,,1006.2,-1.4,,-5.4,,1.3,
270.0,3.1,3.6,,,,,1005.7,-1.6,,-4.6,,0.0,
270.0,4.6,5.1,,,,,1005.8,-1.5,,-4.4,,0.0,
270.0,3.6,4.1,,,,,1005.7,-1.1,,-4.0,,-0.5,
280.0,4.6,5.1,,,,,1005.8,-0.4,,-3.8,,0.0,
290.0,5.1,5.7,,,,,1005.7,0.0,,-4.2,,0.0,
280.0,4.6,5.1,,,,,1005.5,0.0,,-4.3,,0.0,
300.0,5.7,6.2,,,,,1005.4,0.4,,-4.7,,-0.4,
310.0,10.8,12.4,,,,,1006.2,-0.8,,-3.8,,0.5,
310.0,18.0,20.6,,,,,1007.7,-2.4,,,,2.2,
320.0,14.4,18.5,,,,,1009.6,-4.3,,,,4.2,
320.0,17.0,23.2,,,,,1010.8,-5.1,,,,4.6,
310.0,15.4,20.1,,,,,1011.8,-5.7,,,,4.1,
320.0,19.6,23.7,,,,,1013.1,-6.6,,,,3.5,
320.0,15.4,18.5,,,,,1014.7,-6.9,,,,3.9,
320.0,17.0,20.1,,,,,1015.8,-7.7,,,,4.0,
320.0,15.4,18.5,,,,,1015.6,-7.4,,,,2.5,
300.0,14.4,17.5,,,,,1015.1,-7.3,,,,0.4,
310.0,16.0,19.0,,,,,1015.9,-7.1,,,,-0.0,
310.0,14.9,18.0,,,,,1016.6,-6.6,,,,1.0,
320.0,14.9,16.5,,,,,1017.2,-6.4,,,,2.1,
310.0,15.4,17.5,,,,,1018.3,-6.3,,-17.3,,2.4,
320.0,14.9,17.0,,,,,1019.9,-6.9,,-18.4,,3.3,
320.0,14.4,17.0,,,,,1021.2,-7.0,,-18.1,,4.0,
320.0,12.4,16.0,,,,,1021.8,-7.2,,-18.6,,3.5,
320.0,11.8,13.9,,,,,1022.3,-7.3,,-18.0,,2.4,
330.0,10.3,12.4,,,,,1023.0,-7.7,,-19.2,,1.8,
330.0,10.3,12.4,,,,,1023.5,-7.9,,-18.1,,1.7,
330.0,9.3,12.4,,,,,1024.1,-8.0,,-17.1,,1.8,
320.0,9.8,10.3,,,,,1024.3,-8.4,,-17.8,,1.3,
310.0,9.3,11.3,,,,,1024.8,-8.4,,-17.2,,1.3,
320.0,8.8,10.8,,,,,1024.9,-8.8,,-17.8,,0.8,
320.0,8.2,9.8,,,,,1025.2,-9.1,,-17.7,,0.9,
310.0,8.2,9.8,,,,,1025.7,-9.2,,-17.4,,0.9,
310.0,8.2,9.8,,,,,1026.7,-9.4,,-17.8,,1.8,
